,date,user_id,username,name,tweet,mentions,replies_count,retweets_count,likes_count,hashtags,reply_to,Unnamed: 0.1,token,n_frasi,n_parole_uniche,n_lettere ,n_media_parole,word_f,compound,neg,neu,pos,sentimenti
0,2022-05-04,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,😂😂😂🤣🤣😂😂 supporter think dr hughes board cert matter shit show testimony,[],5,1,20, istandwithamberheard johnnydeppvsamberheard johnnydeppamberheardtrial johnnydepp amberheard deppvsheard deppvheard depptrial mentoo drcurry johnnydeppisinnocent ,[],,"['😂😂😂🤣🤣😂😂', 'supporter', 'think', 'dr', 'hughes', 'board', 'cert', 'matter', 'shit', 'show', 'testimony']",1,11,71,5.545454545454546,,-0.34,0.243,0.541,0.216,NEUTRALE
1,2022-05-04,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,dr hughes regurgitating someone else fact remember report,[],1,5,30, amberheard johnnydeppvsamberheard johnnydeppamberheardtrial johnnydepp amberheard deppvsheard deppvheard depptrial mentoo drhughes johnnydeppisinnocent ,[],,"['dr', 'hughes', 'regurgitating', 'someone', 'else', 'fact', 'remember', 'report']",1,8,57,6.25,,0.0,0.0,1.0,0.0,NEUTRALE
2,2022-05-14,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,wrong pr guy working overtime 🙄🙄🙄🙄,[],0,1,3, amberheard johnnydeppamberheardtrial johnnydeppvamberheard deppvsheard lawnerdsunite istandwithamberheard deppheardtrial amberheardlsaliar justiceforjohnnydepp johnnydeppdeservesjustice ,[],,"['wrong', 'pr', 'guy', 'working', 'overtime', '🙄🙄🙄🙄']",1,6,34,4.833333333333333,,-0.4767,0.383,0.617,0.0,NEUTRALE
3,2022-05-13,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,lol picture posted uk paper ok courttv 🙄🙄🙄🙄,"[{'screen_name': 'courttv', 'name': 'court tv', 'id': '1031946753510203392'}]",0,1,2, johnnydeppamberheardtrial johnnydeppvamberheard deppvsheard lawnerdsunite istandwithamberheard courttv deppheardtrial amberheardlsaliar justiceforjohnnydepp johnnydeppdeservesjustice ,[],,"['lol', 'picture', 'posted', 'uk', 'paper', 'ok', 'courttv', '🙄🙄🙄🙄']",1,8,43,4.5,,0.6124,0.0,0.545,0.455,NEUTRALE
4,2022-05-13,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,body language word v action,[],1,0,5, johnnydeppamberheardtrial johnnydeppvamberheard deppvsheard lawnerdsunite istandwithamberheard deppheardtrial amberheardlsaliar justiceforjohnnydepp johnnydeppdeservesjustice ,[],,"['body', 'language', 'word', 'v', 'action']",1,5,27,4.6,,0.0,0.0,1.0,0.0,NEGATIVO
5,2022-05-14,1469091555206123520,karate_kaninen,karatekaninen,seriously never forgot someone supposedly noone source check anymore deep trial stopped caring tyhe truth spread rumour truth always enough stop spreading rumour,[],1,0,1, deppheardtrial deppvsheard ,[],,"['seriously', 'never', 'forgot', 'someone', 'supposedly', 'noone', 'source', 'check', 'anymore', 'deep', 'trial', 'stopped', 'caring', 'tyhe', 'truth', 'spread', 'rumour', 'truth', 'always', 'enough', 'stop', 'spreading', 'rumour']",1,21,161,6.043478260869565,,0.4588,0.19,0.556,0.255,NEGATIVO
6,2022-05-14,1469091555206123520,karate_kaninen,karatekaninen,thatumbrella seriously never forgot someone supposedly noone source check anymore deep trial stopped caring tyhe truth spread rumour truth always enough stop spreading rumour,[],0,0,0, deppheardtrial deppvsheard ,"[{'screen_name': 'ThatUmbrella', 'name': 'ThatUmbrellaGuy', 'id': '901030183213445125'}]",,"['thatumbrella', 'seriously', 'never', 'forgot', 'someone', 'supposedly', 'noone', 'source', 'check', 'anymore', 'deep', 'trial', 'stopped', 'caring', 'tyhe', 'truth', 'spread', 'rumour', 'truth', 'always', 'enough', 'stop', 'spreading', 'rumour']",1,22,174,6.291666666666667,,0.4588,0.184,0.57,0.247,POSITIVO
7,2022-05-14,1469091555206123520,karate_kaninen,karatekaninen,redkml seriously people noone source check anymore deep trial stopped caring tyhe truth spread rumour truth always enough,[],0,1,0, deppheardtrial deppvsheard ,"[{'screen_name': '1009REDkml', 'name': '🏴\u200d☠️Justice for Johnny Depp🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️', 'id': '1324818982931730432'}]",,"['redkml', 'seriously', 'people', 'noone', 'source', 'check', 'anymore', 'deep', 'trial', 'stopped', 'caring', 'tyhe', 'truth', 'spread', 'rumour', 'truth', 'always', 'enough']",1,17,121,5.777777777777778,,0.6369,0.148,0.533,0.32,NEGATIVO
8,2022-05-16,1469091555206123520,karate_kaninen,karatekaninen,kattenbarge think lot youtubers really care win getting subscriber money tip jar pay fan win meja sang 🎵its bout money,[],0,0,1, deppvsheard johnnydeppvsamberheardtrial ,"[{'screen_name': 'kattenbarge', 'name': 'Kat Tenbarge', 'id': '429485301'}]",,"['kattenbarge', 'think', 'lot', 'youtubers', 'really', 'care', 'win', 'getting', 'subscriber', 'money', 'tip', 'jar', 'pay', 'fan', 'win', 'meja', 'sang', '🎵its', 'bout', 'money']",1,18,118,4.95,,0.9267,0.046,0.494,0.46,NEGATIVO
9,2022-05-16,1469091555206123520,karate_kaninen,karatekaninen,kattenbarge think lot youtubers really care win getting subscriber money tip jar pay fan win meja sang 🎵its bout money,[],0,1,5, deppvsheard johnnydeppvsamberheardtrial ,"[{'screen_name': 'kattenbarge', 'name': 'Kat Tenbarge', 'id': '429485301'}]",,"['kattenbarge', 'think', 'lot', 'youtubers', 'really', 'care', 'win', 'getting', 'subscriber', 'money', 'tip', 'jar', 'pay', 'fan', 'win', 'meja', 'sang', '🎵its', 'bout', 'money']",1,18,118,4.95,,0.9267,0.046,0.494,0.46,POSITIVO
10,2022-05-17,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,tt er going field day legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,1,3, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['tt', 'er', 'going', 'field', 'day', 'legalbytesmedia', 'theemilydbaker']",1,7,52,6.571428571428571,,0.0,0.0,1.0,0.0,NEUTRALE
11,2022-05-17,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,believe lying liar lie legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",1,0,11, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['believe', 'lying', 'liar', 'lie', 'legalbytesmedia', 'theemilydbaker']",1,6,53,8.0,,-0.7717,0.626,0.374,0.0,NEGATIVO
12,2022-05-17,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,coming 🍿🍿🍿🍿 legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,1,17, beautycommunity johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['coming', '🍿🍿🍿🍿', 'legalbytesmedia', 'theemilydbaker']",1,4,42,9.75,,0.0,0.0,1.0,0.0,NEUTRALE
13,2022-05-17,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,going promise pay mortgage bank since work legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",1,0,7, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['going', 'promise', 'pay', 'mortgage', 'bank', 'since', 'work', 'legalbytesmedia', 'theemilydbaker']",1,9,73,7.222222222222222,,0.2263,0.131,0.654,0.215,NEGATIVO
14,2022-05-17,1469091555206123520,karate_kaninen,karatekaninen,according evidence johnny depps lawyer showed court today amber heard male seriously see misstake cross thinking lawyer bad,[],1,0,1, deppheardtrial deppvsheard jhonnydeppvsamberheard ,[],,"['according', 'evidence', 'johnny', 'depps', 'lawyer', 'showed', 'court', 'today', 'amber', 'heard', 'male', 'seriously', 'see', 'misstake', 'cross', 'thinking', 'lawyer', 'bad']",1,17,123,5.888888888888889,johnny,-0.6369,0.245,0.755,0.0,NEUTRALE
15,2022-05-17,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,produce metadata sanction motion her… ok eve lying liar lie 🤣🤣🤣😂😂 theemilydbaker,"[{'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,5,32, amberheard johnnydeppvsamberheard deppvsheard istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheardlsaliar ,[],,"['produce', 'metadata', 'sanction', 'motion', 'her…', 'ok', 'eve', 'lying', 'liar', 'lie', '🤣🤣🤣😂😂', 'theemilydbaker']",1,12,80,5.75,,-0.6705,0.374,0.503,0.123,NEGATIVO
16,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,😂😂😂😂😂🤣🤣🤣🤣 deep breath 🤣🤣🤣🤣😂😂😂😂😂 thats losing look legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,19, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['😂😂😂😂😂🤣🤣🤣🤣', 'deep', 'breath', '🤣🤣🤣🤣😂😂😂😂😂', 'thats', 'losing', 'look', 'legalbytesmedia', 'theemilydbaker']",1,9,80,8.0,,-0.3818,0.245,0.755,0.0,NEGATIVO
17,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,lie found… 😂😂🤣🤣 legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",1,0,10, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['lie', 'found…', '😂😂🤣🤣', 'legalbytesmedia', 'theemilydbaker']",1,5,46,8.4,,0.0,0.0,1.0,0.0,NEUTRALE
18,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,lying liar lie…🍿🍿🍿🍿 legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,9, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['lying', 'liar', 'lie…🍿🍿🍿🍿', 'legalbytesmedia', 'theemilydbaker']",1,5,50,9.2,,-0.7717,0.691,0.309,0.0,POSITIVO
19,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,damn good way better attry entire side legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,4,39, camillevazquez amberheard johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['damn', 'good', 'way', 'better', 'attry', 'entire', 'side', 'legalbytesmedia', 'theemilydbaker']",1,9,69,6.777777777777778,,0.4767,0.186,0.414,0.4,NEGATIVO
20,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,aclu lawyer count pledge legalbytesmedia theemilydbaker,"[{'screen_name': 'aclu', 'name': 'aclu', 'id': '13393052'}, {'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,1,8, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['aclu', 'lawyer', 'count', 'pledge', 'legalbytesmedia', 'theemilydbaker']",1,6,55,8.333333333333334,,0.0,0.0,1.0,0.0,NEGATIVO
21,2022-05-16,1199762542622576640,tallie_anne,Tallie Anne,damning entire amount month sued,[],2,5,70, johnnydeppvsamberheard deppvsheard deppheardtrial ,[],,"['damning', 'entire', 'amount', 'month', 'sued']",1,5,32,5.6,,-0.34,0.375,0.625,0.0,NEGATIVO
22,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,month sued nada someone else fault legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,10, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['month', 'sued', 'nada', 'someone', 'else', 'fault', 'legalbytesmedia', 'theemilydbaker']",1,8,65,7.25,,-0.4019,0.278,0.722,0.0,POSITIVO
23,2022-05-16,1199762542622576640,tallie_anne,Tallie Anne,really inappropriate camille queen,[],0,1,12, johnnydeppvsamberheard deppheardtrial deppvsheard ,[],,"['really', 'inappropriate', 'camille', 'queen']",1,4,34,7.75,camille,0.0,0.0,1.0,0.0,POSITIVO
24,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,6, camillevasquez johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['legalbytesmedia', 'theemilydbaker']",1,2,30,14.5,,0.0,0.0,1.0,0.0,NEGATIVO
25,2022-05-16,1199762542622576640,tallie_anne,Tallie Anne,camille fire 🔥 🔥🔥🔥🔥,[],0,0,9, johnnydeppvsamberheard deppheardtrial deppvsheard ,[],,"['camille', 'fire', '🔥', '🔥🔥🔥🔥']",1,4,19,4.0,camille,-0.34,0.545,0.455,0.0,NEGATIVO
26,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,🍿🍿🍿🍿🍿🍿🍿 lying liar lie always caught legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,1,5, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['🍿🍿🍿🍿🍿🍿🍿', 'lying', 'liar', 'lie', 'always', 'caught', 'legalbytesmedia', 'theemilydbaker']",1,8,67,7.5,,-0.7717,0.528,0.472,0.0,NEUTRALE
27,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,wait hear lumberlaw kyduiguy gentleman giving jury tea legalbytesmedia theemilydbaker,"[{'screen_name': 'lumberlaw', 'name': 'law & lumber', 'id': '1523874179032010752'}, {'screen_name': 'kyduiguy', 'name': 'the dui guy+', 'id': '377075561'}, {'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,1, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['wait', 'hear', 'lumberlaw', 'kyduiguy', 'gentleman', 'giving', 'jury', 'tea', 'legalbytesmedia', 'theemilydbaker']",1,10,85,7.6,,0.34,0.0,0.789,0.211,NEUTRALE
28,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,ahhh shit play video legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,3, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['ahhh', 'shit', 'play', 'video', 'legalbytesmedia', 'theemilydbaker']",1,6,51,7.666666666666667,,-0.296,0.36,0.4,0.24,NEUTRALE
29,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,wanted million got million legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",1,0,9, amberheard johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['wanted', 'million', 'got', 'million', 'legalbytesmedia', 'theemilydbaker']",1,5,57,8.666666666666666,,0.0,0.0,1.0,0.0,NEGATIVO
30,2022-05-16,1199762542622576640,tallie_anne,Tallie Anne,penney getting p ssed elaine,[],0,0,8, johnnydeppvsamberheard deppheardtrial deppvsheard ,[],,"['penney', 'getting', 'p', 'ssed', 'elaine']",1,5,28,4.8,elaine,0.0,0.0,1.0,0.0,NEGATIVO
31,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,funny able read without glass magically legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,13, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['funny', 'able', 'read', 'without', 'glass', 'magically', 'legalbytesmedia', 'theemilydbaker']",1,8,70,7.875,,0.4404,0.0,0.707,0.293,NEUTRALE
32,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,killing making fool legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",1,0,8, camillevasquez johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['killing', 'making', 'fool', 'legalbytesmedia', 'theemilydbaker']",1,5,50,9.2,,-0.8074,0.709,0.291,0.0,NEGATIVO
33,2022-05-16,1199762542622576640,tallie_anne,Tallie Anne,sorry still spinning fact amber heard sister taught johnny depp johnny depp snort cocaine,[],5,9,90, johnnydeppvamberheardtrial johnnydeppvsamberheard deppheardtrial deppvsheard ,[],,"['sorry', 'still', 'spinning', 'fact', 'amber', 'heard', 'sister', 'taught', 'johnny', 'depp', 'johnny', 'depp', 'snort', 'cocaine']",1,12,89,5.428571428571429,amber,-0.0772,0.091,0.909,0.0,NEGATIVO
34,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,stopped paying charity tax break legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,1,10, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['stopped', 'paying', 'charity', 'tax', 'break', 'legalbytesmedia', 'theemilydbaker']",1,7,63,8.142857142857142,,0.2263,0.196,0.515,0.289,NEGATIVO
35,2022-05-16,1199762542622576640,tallie_anne,Tallie Anne,love giving johnny depp choice 🙄 always last word,[],0,1,19, johnnydeppvsamberheard deppheardtrial deppvsheard ,[],,"['love', 'giving', 'johnny', 'depp', 'choice', '🙄', 'always', 'last', 'word']",1,9,49,4.555555555555555,johnny,0.765,0.0,0.476,0.524,NEGATIVO
36,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,play video saying tv giving away million legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,1,6, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['play', 'video', 'saying', 'tv', 'giving', 'away', 'million', 'legalbytesmedia', 'theemilydbaker']",1,9,71,7.0,,0.5859,0.0,0.593,0.407,NEGATIVO
37,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,release photo tmz really legalbytesmedia theemilydbaker,"[{'screen_name': 'tmz', 'name': 'tmz', 'id': '16331010'}, {'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,5, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['release', 'photo', 'tmz', 'really', 'legalbytesmedia', 'theemilydbaker']",1,6,55,8.333333333333334,,0.0,0.0,1.0,0.0,NEGATIVO
38,2022-05-16,1199762542622576640,tallie_anne,Tallie Anne,actually far better thought beginning cross examination,[],1,0,23, johnnydeppvsamberheard deppheardtrial deppvsheard ,[],,"['actually', 'far', 'better', 'thought', 'beginning', 'cross', 'examination']",1,7,55,7.0,,0.4404,0.0,0.674,0.326,POSITIVO
39,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,took pic nothing relevant allegation legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,2,12, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['took', 'pic', 'nothing', 'relevant', 'allegation', 'legalbytesmedia', 'theemilydbaker']",1,7,67,8.714285714285714,,0.0,0.0,1.0,0.0,POSITIVO
40,2022-05-16,1199762542622576640,tallie_anne,Tallie Anne,testified sister taught johnny depp snort cocaine,[],4,4,69, johnnydeppvsamberheard deppheardtrial deppvsheard ,[],,"['testified', 'sister', 'taught', 'johnny', 'depp', 'snort', 'cocaine']",1,7,49,6.142857142857143,johnny,0.0,0.0,1.0,0.0,NEGATIVO
41,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,sister taught snort coke…😮😮😮😮 legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",1,0,7, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['sister', 'taught', 'snort', 'coke…😮😮😮😮', 'legalbytesmedia', 'theemilydbaker']",1,6,60,9.166666666666666,,0.0,0.0,1.0,0.0,NEUTRALE
42,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,bc sooooo fucking scared amber thats legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,1,18, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['bc', 'sooooo', 'fucking', 'scared', 'amber', 'thats', 'legalbytesmedia', 'theemilydbaker']",1,8,67,7.5,amber,-0.4927,0.313,0.687,0.0,POSITIVO
43,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,damage face trying curl bang violet beating legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",1,2,18, amberheard johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['damage', 'face', 'trying', 'curl', 'bang', 'violet', 'beating', 'legalbytesmedia', 'theemilydbaker']",1,9,74,7.333333333333333,,-0.7351,0.47,0.53,0.0,NEGATIVO
44,2022-05-16,1518917881119059968,simplyslj,Simply SLJ 🏴‍☠️🏴‍☠️🏴‍☠️,vacation legalbytesmedia theemilydbaker,"[{'screen_name': 'legalbytesmedia', 'name': 'legal bytes 🍽💙', 'id': '1262475778631106560'}, {'screen_name': 'theemilydbaker', 'name': 'emily d. baker ⚖️ 💜', 'id': '22594853'}]",0,0,1, johnnydeppvsamberheard deppvsheard lawnerds istandwithamberheard johnnydeppvsamberheardtrial justiceforjohnny amberheard amberheardlsaliar ,[],,"['vacation', 'legalbytesmedia', 'theemilydbaker']",1,3,39,12.333333333333334,,0.0,0.0,1.0,0.0,POSITIVO
